datetime_utc,stream,id,country,room,sensor,value,average_value
2023-06-01T10:38:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:39:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:40:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:41:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:42:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:43:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:44:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:45:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:46:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:47:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:48:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:49:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:50:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:51:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:52:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:53:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:54:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:55:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:56:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:57:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:58:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T10:59:00.000000000,event,99,XX,kitchen,movement,on,
2023-06-01T11:00:00.000000000,event,99,XX,kitchen,movement,off,
2023-06-01T11:00:00.000000000,periodic,99,XX,livingroom,ambient_light,,5.0
2023-06-01T11:00:00.000000000,periodic,99,XX,kitchen,ambient_light,,5.0
2023-06-01T11:00:00.000000000,periodic,99,XX,bedroom,ambient_light,,5.0
2023-06-01T12:00:00.000000000,periodic,99,XX,livingroom,temperature,,29.5
2023-06-01T12:00:00.000000000,periodic,99,XX,livingroom,ambient_light,,400.0
2023-06-01T12:00:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:01:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:02:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:03:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:04:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:05:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:06:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:07:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:08:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:09:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:10:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:11:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:12:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:13:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:14:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:15:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:16:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:17:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:18:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:19:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:20:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:21:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:22:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:23:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:24:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:25:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:26:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:27:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:28:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:29:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:30:00.000000000,event,99,XX,livingroom,movement,off,
2023-06-01T12:30:00.000000000,periodic,99,XX,livingroom,temperature,,22.0
2023-06-01T12:30:00.000000000,periodic,99,XX,livingroom,humidity,,45.0
2023-06-01T12:30:00.000000000,periodic,99,XX,livingroom,ambient_light,,500.0
2023-06-01T12:30:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:31:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:32:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:33:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:34:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:35:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:36:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:37:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:38:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:39:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:40:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:41:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:42:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:43:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:44:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:45:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:46:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:47:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:48:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:49:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:50:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:51:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:52:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:53:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:54:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:55:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:56:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:57:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:58:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T12:59:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:00:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:01:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:02:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:03:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:04:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:05:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:06:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:07:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:08:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:09:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:10:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:11:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:12:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:13:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:14:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:15:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:16:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:17:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:18:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:19:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:20:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:21:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:22:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:23:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:24:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:25:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:26:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:27:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:28:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:29:00.000000000,event,99,XX,livingroom,movement,on,
2023-06-01T13:30:00.000000000,event,99,XX,livingroom,movement,off,
2023-06-01T13:30:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T13:30:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T13:30:00.000000000,periodic,99,XX,kitchen,ambient_light,,0.0
2023-06-01T13:30:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T13:30:00.000000000,event,99,XX,bedroom,movement,on,
2023-06-01T13:31:00.000000000,event,99,XX,bedroom,movement,on,
2023-06-01T13:32:00.000000000,event,99,XX,bedroom,movement,on,
2023-06-01T13:33:00.000000000,event,99,XX,bedroom,movement,on,
2023-06-01T13:34:00.000000000,event,99,XX,bedroom,movement,on,
2023-06-01T13:35:00.000000000,event,99,XX,bedroom,movement,off,
2023-06-01T13:40:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T13:40:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T13:40:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T13:50:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T13:50:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T13:50:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T14:00:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T14:00:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T14:00:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T14:10:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T14:10:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T14:10:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T14:20:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T14:20:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T14:20:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T14:30:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T14:30:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T14:30:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T14:40:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T14:40:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T14:40:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T14:50:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T14:50:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T14:50:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
2023-06-01T15:00:00.000000000,periodic,99,XX,livingroom,temperature,,18.0
2023-06-01T15:00:00.000000000,periodic,99,XX,livingroom,ambient_light,,2.0
2023-06-01T15:00:00.000000000,periodic,99,XX,bedroom,ambient_light,,2.0
